text,label
"""차기작 내부 설계까지 털렸다""…타타 해킹 사태로 '아이폰 18 프로' 회로도 다량 유출",IT
"로엔서지컬, 美 원격수술 플랫폼 ‘소바토’와 원격수술 통합 협력 MOU",IT
"""전통시장서 온누리상품권 쓰세요""…삼성전자, '감사 페스티벌' 통해 상생 혜택 확대",IT
"대만, 슈퍼마이크로 압수수색…엔비디아 AI칩 중국 밀반출 수사 확대",IT
"오텍캐리어, AI 데이터센터용 히트펌프 폐열 회수 시장 공략",IT
"[AI 리더스] 김득화 펀진 대표 ""국방 무기 경쟁력, 획득 속도가 관건""",IT
"프리윌린, 홍콩 교육박람회서 'AI 코스웨어' 전시·상담 진행",IT
"삼성전자, 전통시장서 감사 페스티벌 홍보…온누리상품권 혜택 알린다",IT
"미국 통신노동자조합 ""엑스박스 노조원 3500명 이상, MS 감원 맞서 싸울 것""",IT
"바이오니아 자회사 에이스바이옴, 롯데홈쇼핑과 MOU 체결",IT
"라이노스, 키논로보틱스와 대형 청소로봇 시장 공략",IT
"AI가 관리하는 내 일상…SKT, 에이닷 ‘AI 에이전트’ 기능 강화",IT
"KT, 2026 ESG보고서 발간…AI 신뢰·탄소중립 등 담아",IT
"카카오, 로앤컴퍼니·하나금융티아이 손잡고 법률 분야 전자문서 서비스 확대",IT
기조연설 경청하는 구윤철 부총리와 박홍근 장관,IT
"와치텍 ‘와치올 PMA’, 공공 예방점검자동화 솔루션 GS인증 1등급 획득",IT
"""참여만 해도 선물이""…KT, 통신 멤버십 수상 기념 이벤트 진행",IT
"KT멤버십, '국가서비스대상' 수상 기념 고객 참여형 이벤트 진행",IT
"KT멤버십, '국가서비스대상' 수상 기념 고객 참여형 이벤트 진행",IT
"진매트릭스, 호흡기 진단제품 CE-IVDR 등재 완료",IT
기조발표하는 임강섭 보건복지부 제약바이오산업과장,IT
바이오리더스클럽 발언하는 한성민 강스템바이오텍 재무팀장,IT
"KQC, 차세대 양자 AI 하이브리드 플랫폼 '큐비티어' 출시",IT
바이오리더 노하우 공유하는 바이오리더스클럽,IT
바이오 현장 발언하는 이성경 제이엔피메디 센터장,IT
"포털 줌, AI 검색에 독파모 'K-엑사원' 첫 상용 도입",IT
환영사하는 권남훈 산업연구원 원장,IT
"SKT, AI 영상 합성 기술로 세계적 컴퓨터 비전 학회서 인정",IT
환영사하는 권남훈 산업연구원 원장,IT
"콜로라도 의대 연구팀, 큐리언트 모카시클립으로 소아 뇌종양 치료 가능성 확인",IT
"BAT, 전 세계 인력 20% 줄인다",IT
"한컴위드, 무설치 웹 보안으로 공공·금융 공략…양자내성암호 적용",IT
축사하는 박홍근 장관,IT
"최수진 ""K-바이오 성장해법은 오픈이노베이션…투자·인력 선순환""",IT
축사하는 박홍근 장관,IT
축사하는 박홍근 장관,IT
축사하는 구윤철 부총리,IT
축사하는 구윤철 부총리,IT
축사하는 구윤철 부총리,IT
축사하는 구윤철 부총리,IT
축사하는 구윤철 부총리,IT
"박영선 위원장, 개회사 및 기조 발제",IT
"박영선 위원장, 개회사 및 기조 발제",IT
"박영선 위원장, 개회사 및 기조 발제",IT
"박영선 위원장, 개회사 및 기조 발제",IT
"박영선 위원장, 개회사 및 기조 발제",IT
"SKT, AI 영상 합성 기술로 세계적 컴퓨터 비전 학회서 인정",IT
"시흥시, 생성형 AI 통합민원 비서 'Ai흥온' 내달 서비스 개시",IT
"AI 전력수요 폭증…""SMR 경쟁력 확보하고 원전 AI 자율운전 준비해야""",IT
"“심전도 재며 유해가스까지 감지”…UNIST, 초저전력 ‘AI 스마트 패치’ 개발",IT
"[단독]SKT, '놀금'에도 'AI 모드' 대전환...'포커스 데이' 시동",IT
"ECB 총재 ""2022~2023년 같은 초강력 대응 필요없다""",IT
모바일 신분증 활용 해커톤에 318팀 몰려…전년比 51% 증가,IT
"삼성SDS, 성과급 개편 투표 연장…7월 7일 마감",IT
"SKT ""2035년까지 15GW AI데이터센터 순차 구축""",IT
"""타이레놀-자폐 연관성 근거 없다""…70만쌍 분석의 결론",IT
메모리값 3분기 최대 50% 더 뛴다…2028년 中 증설이 변수,IT
'최대 실적 무배당' 아이티센 강진모 회장 연봉은 직원 평균 17배,IT
"인핸스, 국군재정관리단과 협력…공사원가계산 AI 모델 도출",IT
“메모리 가격 2028년까지 안꺾여…3분기 50% 상승”-제퍼리스,IT
28회 바이오리더스클럽 축사하는 최수진 국민의힘 의원,IT
"강석연 식품의약품안전평가원장, 바이오리더스클럽 축사",IT
바이오리더스클럽 축사하는 최수진 의원,IT
"제28회 바이오리더스클럽, 이영섭 뉴스1 대표이사 인사말",IT
바이오리더스클럽 축사하는 강석연 식품의약품안전평가원장,IT
바이오리더스클럽 인사말하는 이영섭 뉴스1 대표,IT
대한민국 전략경제 포럼,IT
바이오리더스클럽 참석한 최수진 의원,IT
축사하는 강석연 식품의약품안전평가원장,IT
"기초연금 기준 충족했지만 못받는 노인 175만명…""신청주의에 발목""",IT
인사말하는 이영섭 뉴스1 대표이사,IT
28회 바이오리더스클럽 인사말하는 이영섭 뉴스1 대표,IT
대한민국 전략경제 포럼,IT
"HLB파나진, AOC 핵심 특허 출원·정부 지원사업 선정",IT
대한민국 전략경제 포럼,IT
대한민국 전략경제 포럼,IT
대한민국 전략경제 포럼,IT
소리 못 듣던 6살 몽꼴에게 선물 안긴 '이 병원'…수술 성공,IT
"프레스티지바이오파마, ESMO GI 2026서 췌장암 신약 임상 전략 공개",IT
7월부터 췌장장애 등록 가능…입시·취업 위한 우선심사 운영,IT
5월 반도체 생산 10% 감소에 산업생산 두 달 연속 마이너스(종합),IT
"소진공, '혁신 소상공인 AI 활용지원 소통의 날' 개최",IT
"KT멤버십, ‘국가서비스대상’ 수상…고객 이벤트·보답 프로그램으로 혜택 확대",IT
"신세계아이앤씨, 네번째 지속가능경영보고서 발간",IT
곡면에도 붙는 인테리어 필름…SK케미칼 소재 기술 적용,IT
"제놀루션, 국가독성과학연구소 ‘어깨동무기업’ 선정",IT
애플 보안망 뚫렸나…아이폰18 프로 핵심정보 유출,IT
상반기 '화제의 기업' 1위 SK하이닉스...에이피알 10위,IT
"LG화학, 고형암 신약후보물질 美FDA 임상시험계획 승인",IT
촉감과 만성통증 가르는 '분자 스위치' 찾았다…난치성 통증 치료 실마리[과학을읽다],IT
진화하는 단백질 구조 예측 AI 알파폴드…'움직이는 단백질'까지 예측,IT
제퍼리스 “메모리 가격 3·4분기 최대 50% 급등…2028년까지 공급 부족 지속”,IT
"화성 동탄·용인 기흥·구리시, 투기과열지구 및 토지거래허가구역 추가 지정",IT
"[Bio Story]③""데이터로 겨루는 AI 의료기기, 한국에 승산 있다""",IT
"코어라인소프트, 美 3DR랩스와 4년째 협력…사용량 60% 증가",IT
"지니너스, ‘바이오 USA’서 빅파마 러브콜… 기술수출 기대감 고조",IT
"[Bio Story]②""개발·허가 넘어도 수가 벽…기업이 무너진다""",IT
[미장브리핑] 알파벳 다우지수 '성공적' 데뷔…4% 상승,IT
"원스토어 인수 마친 장현국 대표…""결제를 잡는 자가 이긴다""",IT
"[Bio Story]①""연구·허가·시장 단절 잇겠다""…혁신위 첫 병원장의 현장 진단은",IT
"'AX 플랫폼 컴퍼니' 꿈꾸는 KT, ESG에도 AX 연계 강화",IT
"인천시, '카카오 알림톡'으로 대기환경 경보 서비스",IT
한자리 모인 바이오 리더,IT
제28회 바이오리더스클럽,IT
"앤트로픽, 빅테크 협력 다각화…MS 애저 사용·아마존과 이상 기류",IT
"엑셀세라퓨틱스, 中 CGT 시장 공략…마틴 에반스 센터와 맞손",IT
"듀오락, 인지건강 연구 성과 지역사회 환원… 김포 어르신 대상 '기억을 잇는 행복교실' 운영",IT
'인슐린펌프 춘추전국시대'…케어메디·이오플로우·큐어스트림 격돌,IT
"두나무, 임직원 준법 경영 서약식 개최…윤리 의식 강화",IT
"HLB파나진, AOC 핵심 특허 출원·정부 지원사업 선정",IT
초전도 상태 도달 전 '숨은 질서' 찾았다,IT
"오픈AI, 개발자 위한 새 하드웨어 7월 15일 공개 예정",IT
"구글, 제미나이 공급제한...메타 등 주요 기업에 통보[글로벌AI브리핑]",IT
"제퍼리스 ""메모리 가격 3분기 50% ↑…내년에도 40~45% ↑""",IT
"LG화학, 미국 FDA서 고형암 신약후보물질 임상계획 승인받아",IT
"KT, 2026년 ESG보고서 발간",IT
"LG화학, 고형암 신약후보물질 美FDA 임상시험계획 승인",IT
"KT, 2026년 ESG보고서 발간",IT
"KT, 2026년 ESG보고서 발간",IT
"엑셀세라퓨틱스, 노벨상 수상자 보유 ‘中 마틴 에반스’와 세포치료제 개발",IT
'부정맥부터 가스 위험까지 감지' 패치형 온칩 AI 기술 개발,IT
[인사] 과학기술인공제회,IT
부정맥부터 유해가스까지…패치 안에서 AI가 실시간 진단[과학을읽다],IT
인도 조립 협력사 해킹에 아이폰 18 정보도 유출,IT
"LG전자 ‘바스에어’, 출시 후 月 판매성장률 120% 흥행 가도",IT
"앤트로픽, 아마존에 AI 사용요금 인상…보안우려 제보 앙심?",IT
[K-보안 주권⑦] 실전 역량 갖춰도 악순환 계속…저가 경쟁에 빠진 국산업계,IT
"[AI와 토큰]③벌써 다 썼다고?…토큰, 똑똑하게 쓰는 법",IT
[콘텐츠 인사이트] 넥슨 '맥락 자본'의 첫 시험대 된 카트라이더 부활,IT
"日다카이치 ""규제개혁 위한 'AI·디지털 개혁 추진회의' 설치""",IT
나델라 “모든 기업 자체 AI모델 구축해야…AI 독식은 안 돼”[이규화의 글로벌AI],IT
인도서 유출된 애플 데이터에 출시 앞둔 아이폰18 정보도 포함,IT
"신세계I&C, 지속가능경영보고서 발간",IT
"앤트로픽-엔비디아-MS 동맹, 애저 시스템서 클로드 구동",IT
"""AI에이전트 결제시대 곧 온다…차기 사업기회 모색"" [일문일답]",IT
"아이오트러스트 ""월렛 서비스 무한 확장…금융인프라 파트너로""",IT
"46조 블록버스터 ‘키트루다’ 정조준…삼성에피스, 업계 첫 3상 성과",IT
'2000명 로그아웃?' 카카오톡은 멈추지 않았다[1일IT템],IT
"관절에 좋은 글루코사민, 치매 환자에겐 ‘독’ 될수도 [노화설계]",IT
"AWS, 클라우드 환경에 세계 최초 ‘내결함성 양자컴’ 얹는다",IT
대만·한국·일본 학자 한자리에…'동아시아 정세·문화 논의',IT
"강남구 '택스위키' 도입…""취득세 민원 처리시간 80% 단축""",IT
"""아기 치료 중단됐어요""…'도수치료 관리급여' 시작 전부터 혼란",IT
삼성SDS 성과급 개편 투표 논란…사내 찬반 투표 연장도,IT
"카이스(KAIS), 코엑스서 열리는 'AI 서밋 서울 & 엑스포' 참가",IT
"李“호남반도체 특혜 아냐, 장기소외 호남에는…”",IT
해커 AI가 취약점 쏟아내자…보안업계 '무조건 패치' 한계 왔다,IT
"""폰히펠린다우 증후군, 月 2261만원 약값…정부, 환자 절망 직시해야""",IT
과기부총리 “2030년까지 피지컬AI ‘세계 1강’ 목표”,IT
"""메모리 탓?"" 애플 가격 인상 논란…램크루지·中 메모리 로비 역풍",IT
ICT대연합 “대한민국 대도약 메가프로젝트 적극 환영”,IT
9월 9일 애플 빅데이…아이폰18 프로·울트라 온다[모닝폰],IT
"[단독] LG전자, 가전 부품 탐색 AI 에이전트 개발… 수일→30분으로 시간 단축",IT
[비즈톡톡] ‘K보안’ 육성 강조한 李대통령… 매출 1000억원 이상 韓 기업 3곳뿐인데,IT
지난해 신규 HIV 감염 5% 줄어…2030·외국인 비중은 증가,IT
호남 800조 투자 발표에 삼성 반도체는 ‘어리둥절’… 중장기 청사진에 변수될 듯,IT
정부 선정 국가연구소에 서울대·성대·창원대·충남대…10년간 최대 1000억 지원,IT
"‘로봇 손’ 개발 테솔로, 상장주관사에 KB증권 선정 [로보 인사이트]",IT
월드컵에서 일본 기업이 사라진 까닭은,IT
美 최대 코인 거래소도 中 AI 쓴다...가성비 앞세워 기업 시장 잠식,IT
삼성 닮아가는 애플...'터치스크린 맥북' 나오나[1일IT템],IT
550조원 AIDC 짓는다는데… 전략서 빠진 '가장 중요한 퍼즐'?,IT
통신 3사의 'AI-RAN' 뭐길래…기지국 노리는 엔비디아 셈법 [IT백과],IT
"""3분기에만 50%""…메모리 폭등에 삼성·SK, 또 역대급 실적?[IT썰]",IT
"""부품값 탓"" 핑계 댄 애플…과거 저가 조달 청구서 날아왔다",IT
"비엠텍시스템, AI 기반 신규 기술 특허 2건 등록",IT
"복지부, 7월부터 맞춤형 자활 시범사업…전국 52개 지자체서 시행",IT
"소아·뇌혈관·알코올 특화 병원 8곳, '24시간 진료' 지원금 받는다",IT
신규 HIV 감염인 927명…감염경로 99%가 '성 접촉',IT
“앉아서 수억 날리는 기업들 널렸죠”…프롬프트 다이어트 먼저라는데,IT
'독파모' 이어 이번엔 로봇 두뇌…3년내 '피지컬AI 범파모' 만든다,IT
마이크론 10% 폭락→1%대 상승…삼전ㆍ하닉 오늘은 반등할까,IT
"오픈AI·앤트로픽, 韓 대기업 AX 시장 격돌 [AI 클로즈업]",IT
인간만 출산이 고통스럽다고? 80년 정설 뒤집혔다 [사이언스 브런치],IT
"위로보틱스, 휴머노이드 시뮬레이션 모델 공개… “피지컬AI 생태계 구축”",IT
수천억원 위성 수리해 재사용…'위성 AS' 시대 여는 K-스타트업,IT
다우 사상 첫 5만2000선 돌파…반도체 주 일제히 반등,IT
"클라비, 국방 AI·고성능 분석 시스템 구축사업 수주",IT
구글도 AI 인프라 한계… 메타에 제미나이 사용량 제한,IT
카이스트 18대 총장에 배충식 교수 선임,IT
앤트로픽-엔비디아-MS 삼각동맹 결실…애저시스템서 클로드 구동,IT
"포털 줌, AI 검색에 ‘K-엑사원’ 적용…‘독파모’ 사업 첫 상용화",IT
[오늘의 주요일정]과기정통부·방미통위·개보위(6월30일 화요일),IT
"AI가 바꾼 일터… 고숙련 직종 늘고, 저숙련 직종 줄었다",IT
"광주에 800조, ‘팹’ 4기 신설… 충청 패키징-영남 소부장 거점으로",IT
삼성-셀트리온 이어 롯데까지… 송도 ‘바이오 클러스터’ 확장,IT
인공위성으로 포트홀-싱크홀 찾는다,IT
"“AI의 열대우림 만들겠다”… 中, 기업-인재 한곳 모아 美 맹추격",IT
"“엄마, 에어컨이 하늘에 달렸나봐요”",IT
장마철 대비 배수펌프 점검,IT
"""박사는 중국 가서 딸 것""… 몽골 컴퓨터 인재, 한국 이공계에 작별 고하다",IT
"'사이클 산업' 반도체, 하락은 정말 먼 미래일까... 설비 과잉 우려도",IT
"드론 강자 중국 DJI, 짐벌 카메라 내놓고 로봇청소기 시장도 넘본다",IT
"[단독] ""2학년부터 연구실로""…설립 14년 중국 대학, 서울대 제친 비결은",IT
"한은 ""AI투자 美경제 핵심동력…대규모 투자 지속될 것""",IT
"토지보상·임대차 문서, 이젠 모바일로 전자증명",IT
로봇에 심는 제조강국 DNA… 5년내 '피지컬AI 넘버원' 도약,IT
[사설]증시 널뛰기·침체 우려..AI열풍 적신호,IT
"'문서보안' 소프트캠프, 국가망·AI로 체질 바꾼다",IT
"과기부 ""AIDC 규모, 2035년까지 18.4GW급 확대""…아태지역 '허브' 목표",IT
[기자수첩] AI를 막는다고 보안이 강해질까,IT
"앤트로픽, 아마존에 AI 사용요금 인상…관계 멀어지나",IT
"로켓랩, 12조3500억원 들여 이리듐 인수… 발사체 넘어 위성통신까지 확장",IT
“휴머노이드 점유율 1%→20%로 끌어올릴 것”,IT
SK 주도로 곳곳 AI 데이터센터… 최태원 “1000조 계획”,IT
"새 울음소리 해독한 美 과학자, 10만달러 상금",IT
사람 간 소통·협업 이끄는 일… AI 시대 고연봉 직무로 각광,IT
"LG전자, 스팀 살균 기능 로봇청소기 출시",IT
"생산성 높이려… 휴머노이드 로봇, 脫인간화",IT
"40도 폭염 덮친 유럽, 에어컨 블루오션으로 뜬다",IT
주 5일제 직장인 내년 119일 쉰다,IT
진짜 웃음과 가짜 웃음… 뇌 사용 부위 다르다,IT
"‘바이오 새싹’ 키우는 릴리, 삼바와 손잡고 송도에 요람 만든다",IT
피 한방울로 ‘위험’ 진단… 알츠하이머 새길 열린다,IT
한해 임상 5200건… 증식하는 中 바이오,IT
AI 거품 경고한 BIS “붕괴땐 세계경제 위협”,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"‘컴퓨팅 한계’ 구글, 메타의 제미나이 사용량 제한",IT
"추석때 연차 이틀 쓰면 9일 연휴, 내년이 기다려진다",IT
"돈 줘도 AI 못쓰는 시대…구글, 메타에 “사용량 줄여라”",IT
“독자 피지컬AI 세계 1위 만들고 제조공장 암묵지 도서관도 구축”,IT
제18대 KAIST 총장에 배충식 기계공학과 교수,IT
"핸드볼 여자주니어 세계선수권, 독일에 완패한 한국…8강 진출 실패",스포츠
"'노젓기 응원 받은' 호블란, 연장서 1m 버디 놓친 셰플러 꺾고 '월요 챔피언'",스포츠
"경찰, '잠실 개표소' 체육단체 진입 막은 30대 남성 소환",스포츠
"“한국은 1명 변덕에 휘둘려…일본은 100년 비전 가졌는데” BBC, 韓 위기 집중분석",스포츠
"적으로 만난 이이무라는 어떤 투수 였을까...LG의 평가 ""구위는 합격, 다만 KBO병 걸리면 답 없다""",스포츠
"""죄송하다는 말도 부족하다"" 손흥민 국대 은퇴 없다…""죽기살기로 달린다, 다시 잘 준비하겠다""",스포츠
"브라질, 일본 꺾고 16강…카세미루 ""침착함이 역전 비결""[월드컵24시]",스포츠
4년 사이 환호가 야유로...카타르·북중미 월드컵 입국 현장,스포츠
정교함의 절정... 월드컵 최고 빅게임이었던 브라질-일본 경기,스포츠
"'이 보다 스마트한 '늙은 여우'는 없다' 네이마르 안 쓰고도 日에 역전승! 브라질 안첼로티 감독 ""우리는 연장전을 위해 그를 기다리고 있었다""",스포츠
"LG, 양준석 4억 원·유기상 3억 5000만 원에 재계약…최고 인상률은 최형찬",스포츠
"""죽기 살기로 달리겠다""…손흥민이 털어놓은 심경 [소셜픽]",스포츠
"파라과이, 대회 첫 승부차기서 독일 꺾고 16강행 이변",스포츠
"""이정후 데려오려면 다 내놔라"" 美 매체, 디트로이트에 공개 제안 ""SF 흔들 강력한 오퍼 필수""",스포츠
[뭐라노]벤치에 앉은 감독,스포츠
"'아시아 킬러' 브라질, 8강 꿈꾸던 일본 잠재웠다",스포츠
"""김도영 선수 만나고 싶어요"" 벌써 발표? 대만의 김도영이 맞대결 원한다",스포츠
"제주SK, 바이에른 뮌헨전 티켓 구매자 대상 오픈 트레이닝 공개",스포츠
"'홍명보 감독 사퇴', ""현장 감독은 나""라던 아로소는 '침묵유지'",스포츠
"호블란, 연장서 셰플러 따돌리고 PGA 트래블러스 챔피언십 우승",스포츠
"양준석 48%, 유기상 59% 인상! 창원 LG, 샐러리캡 90.4%로 연봉 협상 완료",스포츠
"연장전에 승부차기까지…파라과이, 독일 꺾고 16강",스포츠
"'일본 상대하기 정말 힘들더라' 극적 역전승에도 日 경기력 혀 내두른 안첼로티 감독 ""압박 매우 촘촘했어""",스포츠
"일본, 브라질에 역전패…16강 좌절 '졌지만 잘 싸웠다'",스포츠
2026-2027 PBA 팀리그 내달 5일 개막,스포츠
"바르사 떠난 골잡이 레반도프스키, MLS 시카고 파이어로 이적",스포츠
"""승엽아, 공을 여 잡아야지"" 이대호의 따끔한 조언",스포츠
8년 전 악몽 재연한 일본! 벨기에전 버지비터 실점→브라질전 극장골 허용→토너먼트 1R서 또 탈락[2026WC],스포츠
조원태 총재가 전하는 V-리그 상생과 협력의 가치②,스포츠
"[2026월드컵]12년만에 토너먼트 오른 獨, 첫판서 침몰…파라과이에 승부차기패",스포츠
"[월드컵] '후반 50분 역전골' 브라질, 일본 2-1로 꺾고 16강 진출",스포츠
"‘녹슨 전차군단’ 독일, 세 대회 연속 조기 탈락 수모…김민재 동료 PK 실축",스포츠
"韓 초대박! 이강인, 마침내 ""합의 완료"" 북중미 월드컵 종료→급물살 탄 협상 ""알레마니 단장, 새로운 선수 발표 예정""",스포츠
축구협회 향한 전방위 압박…'내 편 밀어주기' 정조준,스포츠
이제는 체력 싸움… KLPGA 투어 롯데 오픈 7월 2일 개막,스포츠
"‘전차군단 또 무너져’ 파라과이, 승부차기 끝 ‘우승 후보’ 독일 격파",스포츠
"축구대표팀 야유 속 침묵 귀국…""홍명보 나가!"" 울려 퍼진 비판",스포츠
"""한국한테 0-2로 지던 팀 맞아?""… 파라과이, '전차군단' 독일 격침시키는 대이변 [2026 월드컵]",스포츠
"'우승 도전' 선언, NH농협카드 프로당구 NH pay, 새 시즌 돌풍 예고",스포츠
"'이번 월드컵 첫 연장전' 파라과이, 독일 승부차기 끝에 제압…16강 진출",스포츠
"韓 ""홍명보 나가!"" 日은 정반대, '브라질에 역전패' 모리야스 거취 언급에 국대 레전드 ""나가지마!""",스포츠
"‘금쪽이’ 모란트, 멤피스 떠난다...트레이드로 포틀랜드행",스포츠
"""연봉 뱉어내!"" 야유 쏟아지자 머리 '긁적'…또 '홍명보가 홍명보했다' [오승혁의 현장]",스포츠
"""부상 악재? 그건 변명일 뿐""… 이런 사령탑 참 부럽다, 日 모리야스 감독이 박수받는 이유 [2026 월드컵]",스포츠
"“김하성, 애틀랜타 역사상 최악의 FA 계약” WAR -6.0 페이스…308억원 공중에 뿌렸다? 충격의 먹튀 취급",스포츠
"LG 새 주장 정인덕 “개인 목표는 3점슛 40%, 자유투 90%”",스포츠
"[오피셜] 한국전 1-2 충격패→조별리그 대참사...코우베크 체코 감독 전격 사퇴 ""부진한 성적 책임 느껴""",스포츠
"안경 벗고 렌즈, 렌즈 빼고 안경···박승규의 낮과 밤이 다른 일상",스포츠
"[대학리그] 역전도 했던 건국대, 기반은 전기현의 퍼포먼스",스포츠
